SalesID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountRate,NetSales,OrderChannel
S025389,2024-02-13 00:00:00,C0052,P0037,29,2623.23,0.2,60858.94,Web
S025390,2025-03-16 00:00:00,C0004,P0107,29,2217.11,0.1,57866.57,Mobile
S025391,2025-11-06 00:00:00,C0342,P0055,47,531.1,0,24961.7,Sales Rep
S025392,2024-05-26 00:00:00,C0235,P0053,35,497.11,0,17398.85,Mobile
S025393,2025-11-29 00:00:00,C0398,P0124,44,2697.12,0,118673.28,Sales Rep
S025394,2025-01-17 00:00:00,C0297,P0007,28,2912.84,0.15,69325.59,Sales Rep
S025395,2025-10-16 00:00:00,C0212,P0133,27,809.7,0.05,20768.8,Sales Rep
S025396,2024-01-29 00:00:00,C0066,P0099,23,2714.56,0.1,56191.39,Sales Rep
S025397,2025-06-20 00:00:00,C0229,P0049,14,2125.41,0,29755.74,Mobile
S025398,2025-05-30 00:00:00,C0079,P0034,45,3047.09,0.2,109695.24,Mobile
S025399,2024-04-12 00:00:00,C0294,P0132,41,1842.26,0,75532.66,Web
S025400,2025-12-25 00:00:00,C0086,P0020,13,2828.37,0.1,33091.93,Sales Rep
S025401,2024-12-17 00:00:00,C0372,P0022,33,3140.67,0.05,98460,Web
S025402,2025-07-02 00:00:00,C0123,P0055,13,531.1,0,6904.3,Mobile
S025403,2025-12-09 00:00:00,C0364,P0054,16,1647.1,0,26353.6,Web
S025404,2024-02-02 00:00:00,C0087,P0041,16,1108.51,0.05,16849.35,Sales Rep
S025405,2024-11-28 00:00:00,C0102,P0113,41,2702.93,0.05,105279.12,Web
S025406,2024-04-02 00:00:00,C0193,P0046,37,1197.91,0,44322.67,Sales Rep
S025407,2024-03-28 00:00:00,C0138,P0023,28,2152.97,0.1,54254.84,Sales Rep
S025408,2024-12-08 00:00:00,C0258,P0084,47,1797.29,0.15,71801.74,Web
S025409,2025-04-10 00:00:00,C0063,P0031,46,1736.24,0,79867.04,Mobile
S025410,2024-01-17 00:00:00,C0086,P0131,10,1994.5,0.1,17950.5,Web
S025411,2024-11-16 00:00:00,C0151,P0087,24,176.39,0,4233.36,Sales Rep
S025412,2025-02-26 00:00:00,C0027,P0127,20,821.32,0.1,14783.76,Sales Rep
S025413,2024-08-24 00:00:00,C0168,P0127,7,821.32,0.15,4886.85,Mobile
S025414,2025-11-15 00:00:00,C0094,P0127,23,821.32,0.1,17001.32,Mobile
S025415,2024-05-24 00:00:00,C0089,P0008,27,1896.3,0,51200.1,Mobile
S025416,2024-02-22 00:00:00,C0191,P0119,16,1216.66,0.2,15573.25,Web
S025417,2025-04-12 00:00:00,C0386,P0080,46,2475.18,0,113858.28,Web
S025418,2024-02-08 00:00:00,C0101,P0147,37,730.85,0.1,24337.3,Sales Rep
S025419,2024-11-24 00:00:00,C0130,P0089,41,307.93,0.15,10731.36,Web
S025420,2024-05-08 00:00:00,C0158,P0063,3,132.73,0.05,378.28,Mobile
S025421,2025-06-05 00:00:00,C0360,P0081,11,727.68,0.1,7204.03,Web
S025422,2025-10-26 00:00:00,C0295,P0038,10,376.24,0.15,3198.04,Web
S025423,2025-11-15 00:00:00,C0017,P0004,1,699.6,0.15,594.66,Mobile
S025424,2025-06-26 00:00:00,C0216,P0074,14,1361.51,0.1,17155.03,Web
S025425,2025-03-21 00:00:00,C0134,P0018,15,1530.24,0.05,21805.92,Sales Rep
S025426,2025-03-15 00:00:00,C0159,P0136,43,2659.57,0.2,91489.21,Sales Rep
S025427,2025-06-18 00:00:00,C0100,P0091,19,69.35,0.2,1054.12,Web
S025428,2024-06-19 00:00:00,C0013,P0112,29,2702.36,0.2,62694.75,Mobile
S025429,2025-12-03 00:00:00,C0103,P0115,20,314.99,0.2,5039.84,Web
S025430,2025-03-15 00:00:00,C0390,P0097,48,1019.68,0,48944.64,Mobile
S025431,2024-08-20 00:00:00,C0248,P0113,43,2702.93,0,116225.99,Mobile
S025432,2025-05-16 00:00:00,C0244,P0123,41,479.78,0.2,15736.78,Sales Rep
S025433,2024-04-13 00:00:00,C0233,P0036,25,2757.37,0.15,58594.11,Web
S025434,2024-01-22 00:00:00,C0387,P0074,23,1361.51,0,31314.73,Mobile
S025435,2024-07-14 00:00:00,C0004,P0092,32,3304.07,0.1,95157.22,Sales Rep
S025436,2024-02-03 00:00:00,C0270,P0149,34,3279.71,0.2,89208.11,Mobile
S025437,2025-09-20 00:00:00,C0023,P0015,44,895.65,0.15,33497.31,Sales Rep
S025438,2025-10-24 00:00:00,C0275,P0047,7,1690.15,0,11831.05,Sales Rep
S025439,2025-06-18 00:00:00,C0201,P0069,48,2147.24,0,103067.52,Web
S025440,2024-07-28 00:00:00,C0005,P0011,20,2249.43,0.2,35990.88,Web
S025441,2024-07-06 00:00:00,C0297,P0020,7,2828.37,0.1,17818.73,Sales Rep
S025442,2025-12-19 00:00:00,C0293,P0132,6,1842.26,0,11053.56,Sales Rep
S025443,2024-05-13 00:00:00,C0388,P0143,4,1658.11,0.1,5969.2,Sales Rep
S025444,2025-12-01 00:00:00,C0148,P0063,20,132.73,0.15,2256.41,Mobile
S025445,2025-05-03 00:00:00,C0089,P0124,28,2697.12,0.2,60415.49,Mobile
S025446,2024-04-06 00:00:00,C0216,P0053,30,497.11,0.15,12676.3,Mobile
S025447,2024-12-30 00:00:00,C0182,P0060,48,2773.5,0,133128,Mobile
S025448,2024-09-14 00:00:00,C0267,P0089,19,307.93,0.05,5558.14,Web
S025449,2024-06-04 00:00:00,C0076,P0092,1,3304.07,0,3304.07,Web
S025450,2024-10-21 00:00:00,C0023,P0011,29,2249.43,0.05,61971.8,Sales Rep
S025451,2024-11-06 00:00:00,C0038,P0052,48,629.14,0.15,25668.91,Sales Rep
S025452,2025-04-03 00:00:00,C0019,P0138,20,1680.59,0,33611.8,Sales Rep
S025453,2024-07-06 00:00:00,C0381,P0007,5,2912.84,0.05,13835.99,Sales Rep
S025454,2024-11-01 00:00:00,C0391,P0146,8,3161.89,0.1,22765.61,Sales Rep
S025455,2024-06-13 00:00:00,C0333,P0085,34,2669.63,0.2,72613.94,Web
S025456,2024-12-13 00:00:00,C0123,P0002,41,372.04,0.05,14490.96,Sales Rep
S025457,2025-01-07 00:00:00,C0274,P0012,5,422.43,0.15,1795.33,Web
S025458,2025-09-19 00:00:00,C0123,P0101,50,2333.39,0.05,110836.02,Web
S025459,2024-05-28 00:00:00,C0022,P0014,48,2062.39,0.15,84145.51,Web
S025460,2025-04-29 00:00:00,C0202,P0134,30,1783.47,0.15,45478.48,Mobile
S025461,2025-04-21 00:00:00,C0354,P0108,30,2361.62,0.1,63763.74,Sales Rep
S025462,2024-10-22 00:00:00,C0191,P0101,18,2333.39,0.15,35700.87,Mobile
S025463,2024-10-11 00:00:00,C0268,P0016,17,1372.4,0.2,18664.64,Sales Rep
S025464,2024-11-02 00:00:00,C0264,P0029,34,1135.55,0,38608.7,Web
S025465,2024-04-02 00:00:00,C0319,P0137,8,2309.18,0.05,17549.77,Sales Rep
S025466,2025-12-12 00:00:00,C0138,P0115,10,314.99,0.05,2992.4,Web
S025467,2025-11-16 00:00:00,C0242,P0015,9,895.65,0.15,6851.72,Mobile
S025468,2025-09-29 00:00:00,C0147,P0094,2,3196.94,0.2,5115.1,Web
S025469,2024-07-06 00:00:00,C0089,P0087,9,176.39,0.2,1270.01,Mobile
S025470,2024-10-13 00:00:00,C0261,P0071,19,1375.32,0,26131.08,Web
S025471,2024-10-09 00:00:00,C0014,P0020,13,2828.37,0.15,31253.49,Sales Rep
S025472,2024-04-09 00:00:00,C0302,P0076,43,1873.62,0,80565.66,Mobile
S025473,2024-11-13 00:00:00,C0211,P0090,50,3065.46,0,153273,Web
S025474,2024-03-05 00:00:00,C0161,P0086,33,2651.75,0.2,70006.2,Mobile
S025475,2025-01-05 00:00:00,C0400,P0051,13,212.43,0.05,2623.51,Web
S025476,2025-04-05 00:00:00,C0193,P0076,18,1873.62,0.05,32038.9,Web
S025477,2024-10-23 00:00:00,C0044,P0142,1,2225.45,0.05,2114.18,Sales Rep
S025478,2024-11-27 00:00:00,C0249,P0068,41,1786.88,0.2,58609.66,Web
S025479,2024-02-29 00:00:00,C0138,P0106,16,407.8,0.1,5872.32,Mobile
S025480,2024-09-21 00:00:00,C0248,P0048,19,2239.75,0.05,40427.49,Mobile
S025481,2024-01-02 00:00:00,C0179,P0080,13,2475.18,0,32177.34,Mobile
S025482,2025-11-18 00:00:00,C0233,P0113,25,2702.93,0.2,54058.6,Web
S025483,2024-12-13 00:00:00,C0331,P0003,2,1680.39,0.05,3192.74,Web
S025484,2025-06-14 00:00:00,C0316,P0021,27,1133.11,0.2,24475.18,Mobile
S025485,2025-08-13 00:00:00,C0014,P0138,9,1680.59,0.15,12856.51,Web
S025486,2025-06-11 00:00:00,C0099,P0015,31,895.65,0.1,24988.64,Sales Rep
S025487,2024-10-31 00:00:00,C0365,P0138,36,1680.59,0.15,51426.05,Mobile
S025488,2024-05-01 00:00:00,C0081,P0112,21,2702.36,0.2,45399.65,Web
S025489,2024-02-24 00:00:00,C0340,P0005,3,1868,0.15,4763.4,Sales Rep
S025490,2024-06-06 00:00:00,C0115,P0048,11,2239.75,0.1,22173.52,Web
S025491,2024-03-12 00:00:00,C0342,P0129,11,1859.81,0.05,19435.01,Sales Rep
S025492,2025-07-07 00:00:00,C0223,P0030,47,2551.44,0.2,95934.14,Web
S025493,2025-03-31 00:00:00,C0147,P0050,36,202.36,0.1,6556.46,Sales Rep
S025494,2025-12-02 00:00:00,C0160,P0116,40,179.42,0,7176.8,Sales Rep
S025495,2024-01-03 00:00:00,C0005,P0129,29,1859.81,0.05,51237.77,Mobile
S025496,2025-12-15 00:00:00,C0351,P0071,16,1375.32,0.1,19804.61,Mobile
S025497,2024-08-13 00:00:00,C0202,P0013,23,2510.14,0.2,46186.58,Web
S025498,2025-03-11 00:00:00,C0292,P0077,9,386.37,0.1,3129.6,Sales Rep
S025499,2024-04-12 00:00:00,C0399,P0116,25,179.42,0,4485.5,Web
S025500,2025-02-07 00:00:00,C0134,P0089,18,307.93,0.15,4711.33,Web
S025501,2025-01-19 00:00:00,C0363,P0114,35,772.71,0.2,21635.88,Web
S025502,2025-12-25 00:00:00,C0062,P0107,33,2217.11,0.1,65848.17,Web
S025503,2024-07-28 00:00:00,C0342,P0128,38,2483.45,0,94371.1,Mobile
S025504,2025-10-18 00:00:00,C0332,P0097,2,1019.68,0.1,1835.42,Sales Rep
S025505,2025-04-28 00:00:00,C0186,P0107,22,2217.11,0,48776.42,Web
S025506,2024-02-21 00:00:00,C0072,P0058,27,3028.9,0.1,73602.27,Sales Rep
S025507,2025-08-17 00:00:00,C0054,P0077,36,386.37,0.15,11822.92,Web
S025508,2025-08-25 00:00:00,C0293,P0039,31,1574.39,0,48806.09,Sales Rep
S025509,2024-06-28 00:00:00,C0352,P0055,14,531.1,0.2,5948.32,Sales Rep
S025510,2025-07-14 00:00:00,C0070,P0025,17,1561.13,0.05,25212.25,Mobile
S025511,2024-06-01 00:00:00,C0384,P0057,43,2920.03,0.05,119283.23,Mobile
S025512,2025-02-09 00:00:00,C0370,P0053,14,497.11,0.2,5567.63,Sales Rep
S025513,2024-10-23 00:00:00,C0220,P0147,44,730.85,0.1,28941.66,Sales Rep
S025514,2025-12-01 00:00:00,C0324,P0064,6,2969.12,0,17814.72,Mobile
S025515,2024-08-02 00:00:00,C0018,P0120,40,537.06,0.2,17185.92,Sales Rep
S025516,2024-05-20 00:00:00,C0251,P0084,10,1797.29,0.2,14378.32,Mobile
S025517,2025-01-30 00:00:00,C0389,P0025,37,1561.13,0.15,49097.54,Web
S025518,2025-10-25 00:00:00,C0074,P0045,27,3158.26,0.05,81009.37,Mobile
S025519,2025-09-17 00:00:00,C0303,P0024,24,2327.43,0,55858.32,Sales Rep
S025520,2025-03-13 00:00:00,C0137,P0032,46,2019.46,0.2,74316.13,Sales Rep
S025521,2025-07-07 00:00:00,C0315,P0011,6,2249.43,0.15,11472.09,Web
S025522,2024-02-04 00:00:00,C0046,P0104,11,2302.25,0,25324.75,Sales Rep
S025523,2025-05-13 00:00:00,C0205,P0084,25,1797.29,0.2,35945.8,Web
S025524,2025-05-11 00:00:00,C0371,P0050,34,202.36,0.05,6536.23,Sales Rep
S025525,2025-03-02 00:00:00,C0149,P0093,26,2373.68,0.1,55544.11,Sales Rep
S025526,2024-03-09 00:00:00,C0322,P0102,34,2044.75,0,69521.5,Sales Rep
S025527,2025-01-23 00:00:00,C0314,P0113,27,2702.93,0.1,65681.2,Mobile
S025528,2024-01-26 00:00:00,C0200,P0119,10,1216.66,0.2,9733.28,Web
S025529,2024-11-25 00:00:00,C0152,P0100,47,2534.51,0.1,107209.77,Mobile
S025530,2024-04-23 00:00:00,C0283,P0009,37,3390.77,0.1,112912.64,Web
S025531,2024-04-06 00:00:00,C0083,P0035,8,616.57,0.1,4439.3,Web
S025532,2025-09-07 00:00:00,C0091,P0052,44,629.14,0,27682.16,Mobile
S025533,2024-03-17 00:00:00,C0400,P0148,14,1272.4,0,17813.6,Web
S025534,2024-07-26 00:00:00,C0260,P0086,39,2651.75,0.05,98247.34,Sales Rep
S025535,2024-06-03 00:00:00,C0006,P0011,11,2249.43,0,24743.73,Mobile
S025536,2025-05-27 00:00:00,C0073,P0115,50,314.99,0,15749.5,Mobile
S025537,2024-05-07 00:00:00,C0387,P0064,17,2969.12,0.1,45427.54,Web
S025538,2024-08-06 00:00:00,C0285,P0007,31,2912.84,0.05,85783.14,Sales Rep
S025539,2025-02-18 00:00:00,C0273,P0133,9,809.7,0.15,6194.2,Sales Rep
S025540,2025-10-16 00:00:00,C0362,P0101,33,2333.39,0.2,61601.5,Sales Rep
S025541,2024-08-31 00:00:00,C0333,P0054,48,1647.1,0,79060.8,Mobile
S025542,2025-03-25 00:00:00,C0326,P0033,21,2466.24,0.15,44022.38,Mobile
S025543,2024-02-28 00:00:00,C0063,P0010,32,407.36,0,13035.52,Mobile
S025544,2025-03-26 00:00:00,C0363,P0002,40,372.04,0.15,12649.36,Sales Rep
S025545,2025-03-28 00:00:00,C0023,P0124,4,2697.12,0.15,9170.21,Sales Rep
S025546,2024-04-27 00:00:00,C0345,P0011,35,2249.43,0.2,62984.04,Mobile
S025547,2025-04-13 00:00:00,C0280,P0102,41,2044.75,0.05,79643.01,Web
S025548,2024-03-31 00:00:00,C0205,P0052,10,629.14,0.2,5033.12,Web
S025549,2025-01-03 00:00:00,C0312,P0115,27,314.99,0.2,6803.78,Mobile
S025550,2025-03-26 00:00:00,C0216,P0101,24,2333.39,0.1,50401.22,Web
S025551,2025-08-21 00:00:00,C0160,P0083,43,271.67,0.2,9345.45,Mobile
S025552,2024-08-17 00:00:00,C0039,P0043,29,2175.87,0.2,50480.18,Sales Rep
S025553,2025-01-19 00:00:00,C0255,P0023,37,2152.97,0.1,71693.9,Mobile
S025554,2025-10-07 00:00:00,C0371,P0062,4,110.31,0.2,352.99,Mobile
S025555,2025-12-29 00:00:00,C0054,P0124,45,2697.12,0.05,115301.88,Sales Rep
S025556,2025-12-14 00:00:00,C0388,P0063,42,132.73,0.15,4738.46,Web
S025557,2025-04-25 00:00:00,C0331,P0131,14,1994.5,0.1,25130.7,Mobile
S025558,2025-02-15 00:00:00,C0326,P0122,24,2395.77,0.2,45998.78,Sales Rep
S025559,2025-08-30 00:00:00,C0214,P0020,2,2828.37,0.2,4525.39,Mobile
S025560,2025-07-27 00:00:00,C0089,P0119,45,1216.66,0.05,52012.22,Mobile
S025561,2024-11-09 00:00:00,C0323,P0083,41,271.67,0.2,8910.78,Mobile
S025562,2025-04-22 00:00:00,C0025,P0131,7,1994.5,0,13961.5,Sales Rep
S025563,2024-05-02 00:00:00,C0059,P0106,46,407.8,0.15,15944.98,Mobile
S025564,2025-08-24 00:00:00,C0349,P0090,35,3065.46,0.1,96561.99,Sales Rep
S025565,2024-01-28 00:00:00,C0102,P0149,47,3279.71,0,154146.37,Sales Rep
S025566,2025-03-17 00:00:00,C0103,P0010,41,407.36,0.2,13361.41,Mobile
S025567,2025-02-18 00:00:00,C0313,P0049,45,2125.41,0.1,86079.1,Mobile
S025568,2024-02-24 00:00:00,C0223,P0043,28,2175.87,0.05,57878.14,Web
S025569,2025-07-21 00:00:00,C0124,P0122,18,2395.77,0.05,40967.67,Web
S025570,2024-12-08 00:00:00,C0236,P0016,19,1372.4,0.05,24771.82,Web
S025571,2024-08-29 00:00:00,C0398,P0094,17,3196.94,0,54347.98,Mobile
S025572,2024-01-23 00:00:00,C0012,P0024,29,2327.43,0.15,57371.15,Sales Rep
S025573,2025-09-18 00:00:00,C0161,P0007,27,2912.84,0.05,74714.35,Sales Rep
S025574,2024-11-25 00:00:00,C0269,P0136,29,2659.57,0.05,73271.15,Web
S025575,2024-07-23 00:00:00,C0263,P0051,46,212.43,0,9771.78,Mobile
S025576,2025-03-21 00:00:00,C0082,P0041,44,1108.51,0.1,43897,Sales Rep
S025577,2025-12-17 00:00:00,C0085,P0149,27,3279.71,0,88552.17,Web
S025578,2024-01-11 00:00:00,C0118,P0056,33,1090.65,0.2,28793.16,Sales Rep
S025579,2025-01-31 00:00:00,C0201,P0059,45,207.08,0.2,7454.88,Web
S025580,2025-06-08 00:00:00,C0322,P0057,28,2920.03,0.2,65408.67,Web
S025581,2025-01-14 00:00:00,C0314,P0011,44,2249.43,0.2,79179.94,Mobile
S025582,2025-05-12 00:00:00,C0025,P0125,30,971.57,0,29147.1,Web
S025583,2024-04-07 00:00:00,C0148,P0052,38,629.14,0,23907.32,Sales Rep
S025584,2025-03-15 00:00:00,C0199,P0030,46,2551.44,0.2,93892.99,Sales Rep
S025585,2025-11-04 00:00:00,C0262,P0016,34,1372.4,0.15,39662.36,Sales Rep
S025586,2024-01-18 00:00:00,C0173,P0023,30,2152.97,0,64589.1,Sales Rep
S025587,2025-05-09 00:00:00,C0203,P0078,34,2937.07,0,99860.38,Web
S025588,2025-10-20 00:00:00,C0301,P0079,34,2433.49,0,82738.66,Web
S025589,2025-09-18 00:00:00,C0219,P0130,10,2731.29,0.15,23215.96,Sales Rep
S025590,2025-10-11 00:00:00,C0144,P0077,25,386.37,0.1,8693.33,Sales Rep
S025591,2024-03-02 00:00:00,C0009,P0122,18,2395.77,0.05,40967.67,Sales Rep
S025592,2025-10-18 00:00:00,C0169,P0018,41,1530.24,0.15,53328.86,Web
S025593,2025-02-09 00:00:00,C0051,P0069,24,2147.24,0.15,43803.7,Web
S025594,2025-03-28 00:00:00,C0381,P0048,24,2239.75,0.05,51066.3,Mobile
S025595,2024-05-27 00:00:00,C0263,P0127,16,821.32,0.1,11827.01,Web
S025596,2025-08-02 00:00:00,C0043,P0094,39,3196.94,0.15,105978.56,Mobile
S025597,2025-11-06 00:00:00,C0176,P0094,46,3196.94,0.1,132353.32,Sales Rep
S025598,2025-12-31 00:00:00,C0268,P0100,10,2534.51,0.1,22810.59,Web
S025599,2024-09-15 00:00:00,C0026,P0031,40,1736.24,0,69449.6,Mobile
S025600,2025-09-09 00:00:00,C0060,P0074,4,1361.51,0.1,4901.44,Sales Rep
S025601,2025-02-19 00:00:00,C0384,P0144,10,3105.89,0,31058.9,Web
S025602,2025-01-01 00:00:00,C0380,P0006,12,3262.57,0.1,35235.76,Mobile
S025603,2025-09-20 00:00:00,C0075,P0122,33,2395.77,0,79060.41,Sales Rep
S025604,2024-10-20 00:00:00,C0201,P0149,24,3279.71,0.2,62970.43,Web
S025605,2024-10-14 00:00:00,C0263,P0143,14,1658.11,0.1,20892.19,Sales Rep
S025606,2025-10-01 00:00:00,C0352,P0053,18,497.11,0.15,7605.78,Web
S025607,2024-04-24 00:00:00,C0227,P0077,6,386.37,0.05,2202.31,Sales Rep
S025608,2024-01-21 00:00:00,C0013,P0107,33,2217.11,0.05,69506.4,Web
S025609,2025-10-25 00:00:00,C0307,P0114,47,772.71,0.2,29053.9,Web
S025610,2025-11-02 00:00:00,C0229,P0006,17,3262.57,0.05,52690.51,Web
S025611,2024-12-09 00:00:00,C0138,P0119,4,1216.66,0,4866.64,Mobile
S025612,2025-12-20 00:00:00,C0174,P0023,20,2152.97,0.1,38753.46,Web
S025613,2024-11-01 00:00:00,C0225,P0072,48,2139.67,0.1,92433.74,Sales Rep
S025614,2025-05-07 00:00:00,C0400,P0074,43,1361.51,0.15,49763.19,Mobile
S025615,2024-08-27 00:00:00,C0229,P0045,15,3158.26,0.15,40267.82,Web
S025616,2024-03-24 00:00:00,C0115,P0045,7,3158.26,0.1,19897.04,Web
S025617,2025-07-09 00:00:00,C0051,P0112,20,2702.36,0.1,48642.48,Mobile
S025618,2025-08-09 00:00:00,C0334,P0068,22,1786.88,0.15,33414.66,Sales Rep
S025619,2024-05-12 00:00:00,C0126,P0021,31,1133.11,0.15,29857.45,Web
S025620,2025-09-02 00:00:00,C0111,P0146,49,3161.89,0.15,131692.72,Web
S025621,2025-11-28 00:00:00,C0125,P0109,30,2949.5,0.05,84060.75,Sales Rep
S025622,2025-01-29 00:00:00,C0039,P0113,30,2702.93,0.15,68924.72,Mobile
S025623,2024-03-14 00:00:00,C0321,P0040,36,1989.31,0,71615.16,Web
S025624,2025-05-01 00:00:00,C0270,P0111,46,342.11,0,15737.06,Mobile
S025625,2025-12-22 00:00:00,C0095,P0004,18,699.6,0.2,10074.24,Sales Rep
S025626,2025-11-07 00:00:00,C0103,P0092,8,3304.07,0.1,23789.3,Mobile
S025627,2024-10-08 00:00:00,C0172,P0021,7,1133.11,0,7931.77,Sales Rep
S025628,2025-11-22 00:00:00,C0101,P0011,5,2249.43,0,11247.15,Mobile
S025629,2025-06-13 00:00:00,C0328,P0063,22,132.73,0.05,2774.06,Web
S025630,2025-09-18 00:00:00,C0381,P0026,18,1788.37,0.05,30581.13,Web
S025631,2024-08-17 00:00:00,C0195,P0030,23,2551.44,0.2,46946.5,Mobile
S025632,2024-10-19 00:00:00,C0371,P0118,27,611.59,0,16512.93,Sales Rep
S025633,2024-03-07 00:00:00,C0355,P0076,8,1873.62,0.2,11991.17,Sales Rep
S025634,2025-05-10 00:00:00,C0012,P0096,26,2726.81,0.05,67352.21,Web
S025635,2025-06-08 00:00:00,C0162,P0067,30,1678.76,0.15,42808.38,Mobile
S025636,2024-12-11 00:00:00,C0391,P0095,7,2101.8,0.05,13976.97,Mobile
S025637,2024-06-29 00:00:00,C0019,P0049,44,2125.41,0,93518.04,Web
S025638,2025-07-18 00:00:00,C0023,P0112,32,2702.36,0.15,73504.19,Mobile
S025639,2024-01-30 00:00:00,C0068,P0127,2,821.32,0,1642.64,Web
S025640,2025-04-10 00:00:00,C0388,P0029,17,1135.55,0,19304.35,Sales Rep
S025641,2025-06-23 00:00:00,C0091,P0088,28,2634.16,0.2,59005.18,Mobile
S025642,2025-06-30 00:00:00,C0185,P0067,37,1678.76,0,62114.12,Sales Rep
S025643,2024-08-30 00:00:00,C0296,P0122,27,2395.77,0.05,61451.5,Mobile
S025644,2025-01-31 00:00:00,C0287,P0002,8,372.04,0.05,2827.5,Sales Rep
S025645,2024-09-23 00:00:00,C0348,P0024,36,2327.43,0.15,71219.36,Web
S025646,2025-06-11 00:00:00,C0046,P0038,27,376.24,0.15,8634.71,Sales Rep
S025647,2024-01-20 00:00:00,C0271,P0108,28,2361.62,0.15,56206.56,Sales Rep
S025648,2025-11-22 00:00:00,C0382,P0038,50,376.24,0,18812,Web
S025649,2024-05-08 00:00:00,C0369,P0060,41,2773.5,0.1,102342.15,Web
S025650,2025-12-19 00:00:00,C0330,P0060,47,2773.5,0.2,104283.6,Web
S025651,2024-11-15 00:00:00,C0054,P0054,32,1647.1,0.15,44801.12,Sales Rep
S025652,2024-02-13 00:00:00,C0351,P0141,12,990.13,0.1,10693.4,Web
S025653,2025-04-01 00:00:00,C0266,P0113,34,2702.93,0.2,73519.7,Web
S025654,2024-12-12 00:00:00,C0196,P0007,29,2912.84,0.15,71801.51,Sales Rep
S025655,2024-04-15 00:00:00,C0030,P0149,3,3279.71,0,9839.13,Sales Rep
S025656,2025-01-23 00:00:00,C0293,P0031,50,1736.24,0.1,78130.8,Mobile
S025657,2025-05-14 00:00:00,C0102,P0029,25,1135.55,0.05,26969.31,Mobile
S025658,2025-11-10 00:00:00,C0042,P0146,43,3161.89,0,135961.27,Sales Rep
S025659,2025-12-28 00:00:00,C0321,P0135,4,3095.52,0,12382.08,Mobile
S025660,2024-12-19 00:00:00,C0261,P0120,25,537.06,0.1,12083.85,Mobile
S025661,2025-06-19 00:00:00,C0158,P0102,4,2044.75,0.1,7361.1,Mobile
S025662,2025-05-03 00:00:00,C0054,P0057,1,2920.03,0,2920.03,Web
S025663,2025-03-23 00:00:00,C0275,P0135,31,3095.52,0,95961.12,Web
S025664,2025-12-06 00:00:00,C0146,P0085,43,2669.63,0.05,109054.39,Sales Rep
S025665,2025-12-23 00:00:00,C0195,P0065,37,588.65,0,21780.05,Sales Rep
S025666,2025-09-16 00:00:00,C0311,P0075,45,1620.96,0,72943.2,Web
S025667,2024-11-02 00:00:00,C0083,P0070,31,1649.74,0.05,48584.84,Web
S025668,2025-06-12 00:00:00,C0262,P0149,18,3279.71,0,59034.78,Sales Rep
S025669,2025-10-16 00:00:00,C0205,P0128,4,2483.45,0,9933.8,Mobile
S025670,2025-07-29 00:00:00,C0355,P0071,3,1375.32,0.2,3300.77,Sales Rep
S025671,2025-08-20 00:00:00,C0026,P0001,39,1603.65,0,62542.35,Web
S025672,2025-08-29 00:00:00,C0270,P0023,29,2152.97,0,62436.13,Mobile
S025673,2025-10-01 00:00:00,C0242,P0064,35,2969.12,0.1,93527.28,Web
S025674,2025-11-16 00:00:00,C0205,P0128,25,2483.45,0.1,55877.62,Sales Rep
S025675,2025-07-08 00:00:00,C0280,P0007,45,2912.84,0.05,124523.91,Web
S025676,2025-10-27 00:00:00,C0373,P0053,19,497.11,0.2,7556.07,Mobile
S025677,2025-12-16 00:00:00,C0332,P0055,48,531.1,0.2,20394.24,Mobile
S025678,2024-04-15 00:00:00,C0349,P0043,15,2175.87,0.05,31006.15,Mobile
S025679,2025-09-30 00:00:00,C0149,P0048,42,2239.75,0,94069.5,Mobile
S025680,2024-02-14 00:00:00,C0330,P0040,20,1989.31,0,39786.2,Web
S025681,2024-04-21 00:00:00,C0307,P0128,48,2483.45,0.15,101324.76,Web
S025682,2024-04-27 00:00:00,C0317,P0058,25,3028.9,0.15,64364.12,Mobile
S025683,2025-11-29 00:00:00,C0063,P0024,4,2327.43,0,9309.72,Mobile
S025684,2025-06-23 00:00:00,C0371,P0033,29,2466.24,0.1,64368.86,Web
S025685,2024-04-11 00:00:00,C0264,P0034,45,3047.09,0,137119.05,Sales Rep
S025686,2024-07-03 00:00:00,C0185,P0119,40,1216.66,0.05,46233.08,Sales Rep
S025687,2024-03-13 00:00:00,C0109,P0033,22,2466.24,0.05,51544.42,Sales Rep
S025688,2024-05-26 00:00:00,C0145,P0136,50,2659.57,0.05,126329.58,Web
S025689,2025-11-16 00:00:00,C0123,P0080,42,2475.18,0,103957.56,Sales Rep
S025690,2024-02-24 00:00:00,C0339,P0148,20,1272.4,0.05,24175.6,Sales Rep
S025691,2025-02-09 00:00:00,C0378,P0141,46,990.13,0,45545.98,Sales Rep
S025692,2025-03-11 00:00:00,C0122,P0103,26,267.73,0.2,5568.78,Web
S025693,2025-03-19 00:00:00,C0029,P0101,28,2333.39,0.1,58801.43,Mobile
S025694,2025-01-15 00:00:00,C0067,P0070,48,1649.74,0.1,71268.77,Web
S025695,2024-01-14 00:00:00,C0071,P0083,20,271.67,0.1,4890.06,Mobile
S025696,2025-12-29 00:00:00,C0124,P0078,14,2937.07,0.15,34951.13,Mobile
